Name,Rating,Date,Review
Ariestu Satyawangsa,4/5,6 tahun lalu di,"Skala 1-4
Kebersihan 3 (pernah nemukan yg lebih bersih)
Breakfast 2 (kurang variasi) …"
R.E Pratama,5/5,6 tahun lalu di,"Pelayanannya sangat memuaskan. Karyawan ny ramah. Kamarnya bagus, saya dapat view kolam renang, fasilitas kamar ny lumayan lengkap. Untuk menu lumayan enak. Untuk minus ny mungkin di lift aja, pas saya kesana cuman berfungsi satu lift."
Swastiko38,4/5,2 tahun lalu di,"Menyenangkan menginap di Lynn, kamar juga bersih dan kolam renang yg biru bening. Hanya saja untuk hotel sekelas Lynn horizon kamarnya banyak semutnya :D selain itu its oke"
Veldan Rizkian Skyler,1/5,setahun lalu di,"hotelnya gak jelas nih, orang mau cek in di suruh batalin

kan kita mau istirahat udah bayar dari tiket.com malang suruh pergi coba …"
nugroho arief,5/5,3 tahun lalu di,"Dengan harga 150rb... Ok banget lah... Kebetulan dpt lantai 5 jadi AC nya agak lama dingin, kasur cukup luas kolam renang bersih."
Agung Krisnayana,5/5,5 tahun lalu di,"Datang dengan rombongan kunjungan industri disuguhkan wedang jahe. Pihak administrasi hotel tahu jika rombongan dikelompokkan menjadi 3 orang 1 kamar, sehingga disediakan 1 kasur lagi di dalam kamar hotel. Kamarnya bagus dan bersih terutama kamar mandinya. Plus juga buat makanan yang disajikan di hotel ini."
Ahmad Gimmy,4/5,4 tahun lalu di,"AC agak lambat dingin, makanan rasanya biasa saja, tapi cukup bersih. Tidak semua staf gemar menyapa, bahkan ada 1 mas2 yg hampir nabrak pun cuma melihat saja, tapi beberapa staf sangat ramah dan santuy.."
K.P. Laksono,5/5,5 tahun lalu di,"Hotel dengan harga yang terjangkau dengan pelayanan yang memuaskan. Berlokasi di jalan Jogokariyan, tidak terlalu jauh berbagai tempat yang menarik di kota Yogyakarta. Terlebih dengan posisinya yang berdekatan dengan Pom Bensin, anda tidak …"
Juhariyah,3/5,setahun lalu di,"Kecewa pesan yg dihidangkan dingin baik minuman dan makanany, apa krna datangy mlm mgkin. Hrs nya tdk merubah rasa dan sajiany kan sdh langganan.
Pelayanan kurang ramah efek datar...."
Abdul Majid,5/5,5 hari lalu di,Rapi wangi bersih
Debbi Putri,4/5,4 tahun lalu di,"Nyaman... Cuma menurut saya penerangan saat malam di lorong depan kamar kurang terang, & gak ada handuk kecil untuk wastafel.. sisa nya oke"
Iwan BS Aka Jaketijo,5/5,2 tahun lalu di,"Lagi high season, lumayan bagus bersih proses cek in dan cek out cepet.. restoran dan breakfast belum coba karena  keluar lebih cepet ada keperluan mendadak overall baguslah"
shela ajeng prahasti,3/5,2 tahun lalu di,"Ruangan tidak kedap suara ya,,jd klo diluar berisik jd keganggu,,abis berenang g ada handuk g tau emg harus minta petugas / gmn"
Wicax Terry,4/5,2 tahun lalu di,"Untuk harga + ada kolam renangnya sangat recomend terutama yg bawa anak2
Kekurangan hanya sarapan pagi dari rasa dan pilihan menu"
Abdul Rahmat,5/5,3 tahun lalu di,"Saya hanya berkunjung  menemui saudara yang menginap di hotel ini. Secara umum baik, lokasinya di tengah kota, hotelnya bersih, pelayanannya ramah, keamanannya terjaga, cocok untuk anak2."
Luci Anah,2/5,setahun lalu di,"Kamar nya kotor, AC gak dingin dan berisik juga sempat bocor."
emi wijiyanti,4/5,3 tahun lalu di,"Saya booking via traveloka satu kamar untuk dua orang. Namun bbrp fasilitas hanya tersedia untuk satu orang, misal: handuk, sandal, gelas, dan air mineral. Tidak ada teko dan minuman sachet."
Ignatius Satrio,5/5,4 tahun lalu di,"bukber disini sangat memuaskan. makanannya lengkap dan sangat sangat lezat. harganya sangat terjangkau, pelayanan restaurant nya sangat ramah. makanan habis langsung di refill tanpa harus menunggu dulu. klk bs kasih bintang 6 aku kasih deh. hotel bintang 3 seperti binyang 5 .good job 👏👍 …"
Titin NUR ASTRIYANI,5/5,5 tahun lalu di,"Sangat nyaman untuk menginap, apalagi fasilitas toilet dikamarnya.. sukaaa.. kalau kalian memilih kamar yg disamping jendela, pemandangan selepas subuh kece abiss.. tp sayangg pemandangan merapi nya terhalang oleh hotel 😕 …"
Nuranisa Ayu prasanti,4/5,4 tahun lalu di,Tempatnya kelihatan mewah sih. Ada kolam tenang juga.  Kasur empuk bersih sih. Cm kamar Mandi karena udh lama Kali ya jadi mesti ekstra Pas bersihinnya biar kinclong. Breakfast nya hmm lumayan sih over all. Thanks
Devina agustya,5/5,3 tahun lalu di,"bagus banget bersih, nyaman bermalam disini, menu breakfastnya banyak, pelayan hotelnya jg keren tu seragamnya hihi enak bgt diliat"
HerPas Sum,1/5,3 tahun lalu di,"Susah sy ngatakannya.. Dalam benakku dg embel2 ""by Horison"" di belakang Lynn-nya, fasilitas room bakal tdk mengecewakan, namun apa mau dikata ternyata mengecewakan. Sekadar tisu dan alat tulis saja tdk tersedia. Dari 2 malam inap yg …"
Yoan Alviana,3/5,5 tahun lalu di,"Pas masuk ke hotel ini kesan pertama gelap
1 ruangan pas pintu masuk ruangan nya dimatikan buat suasana hotel jadi gak terang dri luar seperti hotel tdk ada yg jaga, reseptionis nya kurang ramah gak ada …"
NANDI,4/5,3 tahun lalu di,"Booking lewat online sangat mudah dsn cepat dapat.
Lokasi dekat Pom Bensin dan pinggir jalan.
Dekat masjid Jokokaryan. …"
ElsEls,5/5,5 tahun lalu di,"Hotel dg suasana nyaman,kamar bersih,fasilitas lengkap,pelayanan ramah,sarapan lumayan bervariasi. Hanya saja AC di beberapa kamar terasa tidak dingin sama sekali. Berlokasi sekitar 2.5 km dari Malioboro. Terdapat SPBU dan ATM di sekitar hotel"
Paman Alink,5/5,4 tahun lalu di,"Nginap di lyn hotel sangat nyaman, kamar hotelnya luas dan bersih. Ada kolam renang tempat merilekskan diri.., kolam orang dewasa dan anak ada. Khusus menu breakfast pariatif. Yg khas disini ada teh antangin, rasanya maknyusss..."
Ananda Faqih,5/5,5 tahun lalu di,"bersih,kamar mandinya lengkap ada kulkas kecil dan brangkas,tvnya lebar kira2 30+- inci,recommended deh deket juga kok sama alun alun"
Jenny Citra,5/5,5 tahun lalu di,"Tempatnya strategis, hotel bersih, AC dingin, pelayanan ramah, fasilitas bisa dibilang lengkap buat hotel bintang 3,,sayangnya kurang kedap suara, waktu nginep disana barengan rombongan anak SMP yg pada larian di lorong kedengeran banget, obrolan kamar sebelah juga samar2 kedengeran"
Agung Prasetyo,4/5,5 tahun lalu di,"Saya disini untuk mengikuti rapat acara kampus, untuk kamar mandi sempat sabun nya kosong dan tidak ada tisu, tetapi setelah konfirmasi langsung ada, untuk moshola menurut saya bagus, tidak di baseman, dibuatkan tempat khusus, untuk makanan standar"
Isna Mariya,2/5,4 tahun lalu di,Yg paling bagus pelayanannya yg ramah. untuk makanan breakfastnya kurang byk pilihan. harga utk hotel bintang 3 tergolong cukup mahal. daaaan kebersihan sangat kurang. Sprei selimut yg dipasangkan jg banyak noda2 kayak ngga bersih nyucinya. …
angga nugraha,4/5,7 tahun lalu di,"Pertama pelayanan awal kurang bagi saya, saya masuk tidak dihiraukan Padahal bawaan saya banyak.. mungkin front officenya baru sibuk banyak tamu masih dimaklumi eh yang lain dikasih welcome drink saya sekeluarga gak dikasih.. yah belum …"
Rudi Harijanto,5/5,6 tahun lalu di,"Hotel yang tergolong baru, kamar bersih, pelayanan cepat, check in menjelang sore perut terasa lapar, warung sate kambing di seberang hotel semerbak aroma bakarannya, coba mampir utk mencicipi, ternyata nikmat sekali, potongan dagingnya …"
Octo R H,3/5,2 tahun lalu di,"smoking room tidak disediakan asbak, sleeper (sandal Hotel) cuma dikasih 1. bathroom amenities tidak lengkap, kamar tidak kedap suara. Wi-Fi connection kadang trouble dan lemot. toilet bowl bernoda"
Lestari Pambudi,4/5,setahun lalu di,"Sudah beberapa kali menginap disini, karna ada kolam renangnya
Untuk kamar pilih yang menghadap kekolam renang."
Gisella kosasih,4/5,5 tahun lalu di,"Hotel yg cukup baik.Servis memuaskan,staff sgt baik dan ramah.Hanya saja menu sarapan kurang variatif,utk rasa sgt enak.Kurang terawat di lorong hotel terkesan lama dan cat ada yg nglupas.Mgk ke depannya bisa di renov."
Hanny Sjukri,1/5,4 tahun lalu di,"Bangunan hotel sdh ckp tua, lantai selasarnyapun sdh ga enak dipandang, kamar mandi suram, di dpn lift tercium aroma got,  butuh renovasi besar2an.....menu sarapan sangat ""minimalis"" rasanyapun ga ada, sungguh tdk sebanding dg prize list …"
DTNA Close De door,4/5,2 tahun lalu di,Kmren 2018 alhamdulillah pernah kesini tp lupa photonya gak ada .. cuma pensilnya aj yg ada hehehe menu variant sarapannya banyak banget ..
Creamo Mom,4/5,5 tahun lalu di,"Hotel relatif baru di bawah manajemen Horizon. Menarik untuk wisatawan karena dekat Prawirotaman dan masjid Jogokariyan. Makanan cukup enak, pilihan menu bervariasi.Kolam renang kecil disamping resto, tempat bilas terbatas. Pelayanan ramah, kamar bersih."
Jidan,3/5,3 tahun lalu di,"Maaf aku kasih bintang 3 krn baru kali ini check in nemu gelas blm dicuci dan masih ada kotorannya, ngak ada sendok, ngak ada tisu kamar ngak ada sendal dan toilet agak kotor, ketika komplain ngak ada permintaan maaf dr pihak hotel, tp …"
Gladys Evelyn,4/5,3 tahun lalu di,"Pelayanan bagus, kamar nyaman, akan tetapi penjaga parkir dan lokasi parkirnya kalau tamu pas penuh tidak nyaman sama sekali,, buat keluar masuknya mobil ribet"
Miss Joolie,3/5,3 tahun lalu di,"Bangunan tua, selot pintu rusak, front officenya sepertinya pny masalah.tidak ada keramahan saat saya datang untuk check in.entahlah munkin harapan saya terlalu tinggi.jika ke jogja saya akan pilih hotel lain"
Theresia Andini Cempaka,5/5,5 tahun lalu di,Baik.ruangan deluxe yg kami dpt cukup nyaman.pelayanan staff ramah2.untuk tempat tidur (kami dpt yg twins alias dpt 2tempat tidur)sayangnya tidak bisa dijadikan 1 tempat biar si kecil tidak jatuh.tp so far semua baik.untuk breakfast baik&enak.berharap bisa menginap kembali disana.
Aditya hanggara,5/5,3 tahun lalu di,"Service exelent.. staffnya ramah ramah dan sangat membantu.. nginap disini karena ada tugas dari kantor sekaligus bertemu keluarga, kamar nyaman, lokasi strategis."
Prayudha Family,5/5,setahun lalu di,"Lokasi strategis, parkir aja yang terbatas dan tidak ada petugas yang membantu saat parkir."
Vury voe,5/5,2 tahun lalu di,"Kpn lg staycation di hotel senyaman ini..gak nyesel dechh 😁 ad tp nya sprei nya adyg blm bersih ato mgkn kotoranya udh permanen jdi gak bs ilang,tp oke decchh masuk kriteriaq 🥰 …"
Kim Juhn,1/5,setahun lalu di,Hotel bintang 3 yang AC kamar gak dingin sama sekali...kalah sama *m*ris yang cuma hotel bintang 2...sangat disayangkan
Candra,5/5,7 tahun lalu di,Kamar bersih. Ada meeting room. Breakfast cukup banyak pilihan. Namun kalau mau renang harus lewatin lobby utk dan ambil swimming towel disana. Parkir cukup luas.
Devina Rillorta,4/5,4 tahun lalu di,"bagus tempatnya nyaman, cuma bikin parno jam 7 malem air shower nyala sendiri. Eh gg taunya pagi juga nyala sendiri .. terus petunjuk buat masuk ke lobby dari parkiran tulisannya kurang besar, jadi nyasar ke pintu karyawan 😂 …"
Yesenia chandra,5/5,setahun lalu di,"Bagus gue check in disini mantep, tapi agak serem di lorong mungkin karna gua penakut kali yak 😭😭 …"
Soehandi Jo-Jo-Jo,3/5,5 tahun lalu di,"Menurut gw, kamarnya sempit. Tapi ad kolam renangnya meskipun gak berenang. Makanannya jg gw gak coba. Front office nya gak mau terima saran, terutama yg org nya agak ndut."
Budhi,4/5,5 tahun lalu di,"Lynn Hotel adalah salah satu hotel yg recomenden banget buat kalian yg nginap di Jogja. Hotelnya nyaman, bersih, crewnya ramah dan fasilitas yg dibilang OK untuk harga yg ditawarkan. …"
king hussein,4/5,5 tahun lalu di,"Kamar nyaman, tenang, akses mudah, pelayanan cepat dan ramah, diminta bantuan naikin tas ke mobil jg tanggap dan senyum. Saran : mohon diperbaiki jenis menu sarapannya yg terlalu sederhana"
Manto Amanto,5/5,2 tahun lalu di,"Hotel ini sangat baik..15menit ke pusat kota jogja,akses keluar jogja juga mudah karna dekat dengan jalan nasional..kebarat arah purworejo,timur dari terminal giwangan,selatan obyek wisata parangtritis,utara dari pusat kotanya...ataupun dari arah magelang."
Aria Wijaya Kartosuwondo,5/5,7 tahun lalu di,"Kolam renangnya sangat bersih dan segar enak banget buat berenang, kamar hotelnya bersih semua, tempat tidurnya empuuuuukkkk dan bantalnya panjaaaaaannnnggg ada 2 di tiap tempat tidur, channel tv lengkap euy...."
Prasetyo Adi Nugroho,1/5,4 tahun lalu di,"2 kali menginap di kurun waktu 1 minggu tapi selalu mendapatkan pengalaman buruk yg sama, AC kamar mati dan jam 10 malam harus pindah kamar karena kepanasan AC tidak berfungsi, petugasnya juga kurang sigap ambil keputusan dengan apa yg …"
Rere Fahreza,5/5,5 tahun lalu di,Luas kamar okelah ga telalu kecil tapi ga luas juga. Pelayanannya juga ramah dan cepat tanggap. Lokasi strategis sekali dekat dengan pasar dan dekat dgn soto ayam yg enak dan murah meriah.harga standar!  Recomended
sigit cahya,4/5,11 bulan lalu di,"Cocok untuk weekend, tempat strategis meskipun agak nylempit dr jalan utama"
Khansa Asbinsa Tarunaningtyas,3/5,6 tahun lalu di,"Hotel nyaman, bersih, proses check in cepat, kolam renangnya juga nice, cuman waktu saya kesana lift mati satu jadi harus sabar nunggu bergantian, terus waktu breakfast habis udah di diemin aja enggak di isi lagi, but overall boleh lah ya nginep sini lagi"
Akastari Pikatan,5/5,3 tahun lalu di,"Hotel yg recommended. Suasana sangat nyaman disini. Pelayanan sangat memuaskan, staff fast respons saat kita butuh bantuan atau ada request tertentu. Mau kemana2 deket (pom bensin, atm, superindo, alfa/indomart, apotik, pasar traditional, …"
Bells 96's,1/5,2 tahun lalu di,"Gak ada pelayanan yg bagus, kamar bau apek, AC gak dingin, kamar mandi gelap, Karyawan tidak responsif, pokok nya nyesel nginep disini."
Ratna Dwi Susilowati,3/5,3 tahun lalu di,"toiletries minim, ac bocor, lampu kedip2, tv kabel ga lgkp, rcti tdk tersedia.. hk, resepsionis teliti, ramah... tingkatkan lagii.."
Tedi Syamhari,4/5,5 tahun lalu di,hotel yang terletak di batas kota jogja dan kabupaten bantul ini memiliki kamar yang cukup banyak dan beberapa kelas. biasa digunakan menginap bagi rombongan wisatawan domestik. untuk plataran hotel dapat menampung sekitar 4 bus pariwisata
Krida Pandu Gunata,1/5,3 tahun lalu di,Horison Lynn Jogja kamar superior nya bagian kamar mandi kotor parah. Lampu / penerangan kamar jg remang2. Hotel 400k tp seperti hotel ecek2 atau kayak hotel melati. Not recommended. Dan tidak akan kesini lagi.
Sunarno Sunarno,1/5,4 tahun lalu di,"Menu bukber utk sekelas bintang 3 cukupan, tapi air putih kurang pas klo dengan Aqua gelas. …"
IGNASPUT JOURNEY,3/5,5 tahun lalu di,"Hotel lynn by horison. Lokasinya ada di jalan jogja parangtritis. Dekat dengan tempat hits jogja (jalan prawirotaman). Hotelnya termasuk bangunan tua, tapi sudah di renov. Makanannya enak disini, buat kamar mandi tidak teralu besar (mirip hotel budget). Ada kolam renang, temapt parkir juga termasuk luas."
Isna Wan,4/5,3 tahun lalu di,"Pelayanan bagus. Fasilitas OK. Cuma bbrp fasilitas dihilangkan mungkin krn pandemi. Tp krn pandemi jd harga murah bgt. Air panas, AC, tempat tidur yg bersih, kolam renang bersih."
Afifa MN,4/5,5 tahun lalu di,Cukup nyaman dan terjangkau. Fasilitasnya ok dg harga murah. Suka ada kolam renangnya. Kekurangannya dpt kamar dg ac kamar yg kurang dingin
SMK TAMANSISWA 1 JAKARTA Tamansiswa,5/5,4 tahun lalu di,Hotelnya bagus. Nyaman dan parkiran luas. Harga masih okelah. Deket masjid fenomenal yaitu masjid jogokarian. Pernah sewa untuk 350 orang untuk acara siswa. Strategis juga
cici Begum,5/5,5 tahun lalu di,Kamar nyaman.. Kamar mandi bersih kolam renang dan kamar mandi nya bersih.. Sarapan enak dan bervariasi.. Ada jamu dan teh tempur angin nya staff ramah.. Receptionis yg bernama mbak adel baik banget sabar menjawab pertanyaan.
Ichsan Usman,2/5,4 tahun lalu di,"Lampu kamar mandinya kedap kedip, kulkas gak dingin, westafel ngalirnya lambat, air hangatnya kurang berfungsi dgn baik, tapi pelayanannya baik."
ayu yulia,4/5,5 tahun lalu di,"Pelayanan ramah, welcome drinknya enak sekaliii (jus sawi) syeger. Kamar bersih, harga terjangkau, hanya kolam renang kurang luas hehe"
Willy Lee,5/5,5 tahun lalu di,"Hotel yang bagus, layanan yang baik, makanan yang enak, kamar yang nyaman, pegawai nya ramah serta ada dipusat kota jadi hayo nginap disini aja, dijamin ga menyesal ya"
Lusviari Galuh P. A. R.,4/5,3 tahun lalu di,"Salah satu hotel dibawah manajemen horison grup
Pelayanan cepat
Kebersihan masih kurang …"
Robin Patria,5/5,5 tahun lalu di,Tempat cukup nyaman. Kebetulan waktu itu pas deket sama tempat kegiatan kerja... jadi pilih yg deket aja. Waktu itu pesen 3 room (bareng rekan kerja).... dr 3 kamar.. 2 kamar ac nya pd bocor. Cuman itu aja sih masalahnya. Selainnya... OK.
AK Kurnianto,3/5,5 tahun lalu di,"Jk dinilai Dari harga nya kamar cukupan, kurangnya gak ada lemari dan tmpt Baju...lobby kuramg luas, ada welcome drink free...kolam kurang lebar..."
Reidian Rifky,5/5,3 tahun lalu di,"Hotel ini memeliki Tempat parkir yang luas banget, toilet yang bersih banget, fasilitas yang lengkap banget, lokasi ruangan yang bersih banget, harga nya gatau, hidangan makanan nya enak banget, ada ruang meeting nya"
Rudy Sasmito,4/5,5 tahun lalu di,"Nyaman, ada kolam renangnya juga, cuma sayang sprei nya banyak noda, jd kesannya bekas yg sebelumnya atau blm di cuci bersih."
Capt Gusti,3/5,setahun lalu di,Hotel dikawasan bantul untuk kebersihan hotel perlu ditingkatkan pelayanan lumayan ada kolam renang
anjas zaph,4/5,setahun lalu di,"Pesan kamar standar di app, lumayan lah buat istirahat"
Sentot Permadi,3/5,3 tahun lalu di,"Overall bagus,staf2 nya ramah.
Masukan aja,masa teh , kopi,gl dll hrs mnt dl..tisu tdk disediakan di kamar,ampunn"
Renny Puspita,4/5,5 tahun lalu di,"Sesuai antara fasilitas, layanan, harga. Kolam renang ada. Bfast jenisnya banyak. Ada jamunya saya suka. Wifi ada. Itineary di kamar lengkap kok sesuai kelasnya."
Anri Rachman,4/5,setahun lalu di,Kamarnya lumayan bersih. Lokasi juga cukup strategis.
